StandardSupplyRecord(cardName: Akroma's Memorial; condition: Unplayed; cost:  6.95; quantity: 1; set: Future Sight; vendor: Gamers' Inn), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.50; quantity: 5; set: 10th Edition; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.50; quantity: 5; set: 10th Edition; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.58; quantity: 2; set: 10th Edition; vendor: Ccg Bot), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.59; quantity: 8; set: Invasion; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.63; quantity: 17; set: 10th Edition; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.74; quantity: 12; set: 10th Edition; vendor: ABUGames), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.75; quantity: 1; set: Invasion; vendor: GameTimeCC), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.75; quantity: 1; set: Invasion; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.75; quantity: 3; set: Invasion; vendor: GlobalMTG), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.75; quantity: 4; set: Invasion; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.77; quantity: 10; set: Invasion; vendor: AllCCG), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.79; quantity: 6; set: 10th Edition; vendor: Matchplay), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.99; quantity: 11; set: 10th Edition; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 0.99; quantity: 88; set: 10th Edition; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 1.00; quantity: 1; set: 10th Edition; vendor: Anthem Games), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 1.03; quantity: 6; set: 10th Edition; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Molimo, Maro-Sorcerer; condition: Unplayed; cost: 2.34; quantity: 8; set: Invasion; vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.18; quantity: 11; set: Champions of Kamigawa; vendor: CoreTCG), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.18; quantity: 4; set: Champions of Kamigawa; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.19; quantity: 9; set: Champions of Kamigawa; vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.20; quantity: 2; set: Champions of Kamigawa; vendor: MagicInferno), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.25; quantity: 12; set: Champions of Kamigawa; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.25; quantity: 24; set: Champions of Kamigawa; vendor: adventuresON), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.25; quantity: 39; set: Champions of Kamigawa; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.25; quantity: 5; set: Champions of Kamigawa; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.29; quantity: 58; set: Champions of Kamigawa; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.29; quantity: 82; set: Champions of Kamigawa; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.30; quantity: 6; set: Champions of Kamigawa; vendor: Gamers' Inn), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.35; quantity: 28; set: Champions of Kamigawa; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.37; quantity: 97; set: Champions of Kamigawa; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.40; quantity: 8; set: Champions of Kamigawa; vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.42; quantity: 1; set: Champions of Kamigawa; vendor: Game Cafe), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.48; quantity: 18; set: Champions of Kamigawa; vendor: GlobalMTG), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.48; quantity: 6; set: Champions of Kamigawa; vendor: AllCCG), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.49; quantity: 40; set: Champions of Kamigawa; vendor: ABUGames), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.49; quantity: 4; set: Champions of Kamigawa; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.49; quantity: 51; set: Champions of Kamigawa; vendor: GamingETC), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.50; quantity: 1; set: Champions of Kamigawa; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Otherworldly Journey; condition: Unplayed; cost: 0.85; quantity: 6; set: Champions of Kamigawa; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.10; quantity: 4; set: Onslaught; vendor: ChannelFireball), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.12; quantity: 8; set: Onslaught; vendor: MagicInferno), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.15; quantity: 37; set: Onslaught; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.15; quantity: 8; set: Onslaught; vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.19; quantity: 10; set: Onslaught; vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.19; quantity: 11; set: Onslaught; vendor: Ccg Bot), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.19; quantity: 58; set: Onslaught; vendor: adventuresON), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.20; quantity: 84; set: Onslaught; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.24; quantity: 109; set: Onslaught; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.24; quantity: 10; set: Onslaught; vendor: ABUGames), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.24; quantity: 29; set: Onslaught; vendor: Matchplay), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.25; quantity: 12; set: Onslaught; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.25; quantity: 12; set: Onslaught; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.25; quantity: 23; set: Onslaught; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.25; quantity: 53; set: Onslaught; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.25; quantity: 7; set: Onslaught; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.27; quantity: 12; set: Onslaught; vendor: GlobalMTG), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.27; quantity: 16; set: Onslaught; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.28; quantity: 13; set: Onslaught; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.29; quantity: 38; set: Onslaught; vendor: AllCCG), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.31; quantity: 1; set: Onslaught; vendor: Game Cafe), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.35; quantity: 43; set: Onslaught; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.49; quantity: 28; set: Onslaught; vendor: GamingETC), 
StandardSupplyRecord(cardName: Overwhelming Instinct; condition: Unplayed; cost: 0.50; quantity: 10; set: Onslaught; vendor: Anthem Games), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  0.99; quantity: 5; set: Revised Edition; vendor: TJ Collectibles), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.10; quantity: 6; set: Revised Edition; vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.19; quantity: 9; set: Revised Edition; vendor: GonetoPlaid), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.25; quantity: 18; set: Revised Edition; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.49; quantity: 1; set: Revised Edition; vendor: Anthem Games), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.49; quantity: 1; set: Revised Edition; vendor: VolcanicMagic), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.49; quantity: 21; set: Revised Edition; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.49; quantity: 2; set: Revised Edition; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.49; quantity: 3; set: Revised Edition; vendor: Ccg Bot), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.49; quantity: 57; set: Revised Edition; vendor: AllCCG), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.49; quantity: 5; set: Revised Edition; vendor: GlobalMTG), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.55; quantity: 121; set: Revised Edition; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.59; quantity: 9; set: Revised Edition; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.74; quantity: 1; set: Revised Edition; vendor: ABUGames), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.79; quantity: 11; set: Revised Edition; vendor: adventuresON), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.95; quantity: 1; set: Revised Edition; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  1.99; quantity: 26; set: Revised Edition; vendor: GamingETC), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  2.49; quantity: 10; set: Revised Edition; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  2.49; quantity: 1; set: Unlimited Edition; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  2.79; quantity: 2; set: Unlimited Edition; vendor: Matchplay), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost:  3.19; quantity: 10; set: Unlimited Edition; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Regrowth; condition: Unplayed; cost: 19.95; quantity: 1; set: Beta Edition; vendor: Gamers' Inn), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.74; quantity: 6; set: Magic 2011 (M11); vendor: Anthem Games), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.75; quantity: 3; set: Magic 2011 (M11); vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.76; quantity: 17; set: Magic 2011 (M11); vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.79; quantity: 1; set: 10th Edition; vendor: TJ Collectibles), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.79; quantity: 54; set: Magic 2011 (M11); vendor: GamingETC), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.82; quantity: 25; set: Magic 2011 (M11); vendor: adventuresON), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.83; quantity: 14; set: Magic 2011 (M11); vendor: VolcanicMagic), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.86; quantity: 12; set: Magic 2011 (M11); vendor: Gamers' Inn), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.89; quantity: 87; set: Magic 2010 (M10); vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.94; quantity: 32; set: Magic 2011 (M11); vendor: AllCCG), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.97; quantity: 107; set: Magic 2011 (M11); vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.97; quantity: 8; set: Magic 2011 (M11); vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.98; quantity: 8; set: Magic 2011 (M11); vendor: CoreTCG), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.99; quantity: 16; set: Magic 2010 (M10); vendor: Matchplay), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.99; quantity: 26; set: Magic 2011 (M11); vendor: MagicInferno), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.99; quantity: 473; set: Magic 2010 (M10); vendor: ChannelFireball), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.99; quantity: 4; set: Magic 2011 (M11); vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 0.99; quantity: 50; set: Magic 2011 (M11); vendor: MTGChicago), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.00; quantity: 103; set: Magic 2010 (M10); vendor: CCGHouse), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.00; quantity: 42; set: Magic 2011 (M11); vendor: XtremeGames), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.02; quantity: 20; set: Magic 2011 (M11); vendor: GlobalMTG), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.06; quantity: 1178; set: Magic 2011 (M11); vendor: TrollandToad), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.25; quantity: 12; set: Fifth Dawn; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.48; quantity: 7; set: Fifth Dawn; vendor: Ccg Bot), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.49; quantity: 299; set: Fifth Dawn; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.50; quantity: 25; set: Magic 2011 (M11); vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.75; quantity: 31; set: Magic 2011 (M11); vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 1.99; quantity: 1; set: 10th Edition; vendor: TheManaCrypt), 
StandardSupplyRecord(cardName: Relentless Rats; condition: Unplayed; cost: 2.49; quantity: 25; set: 10th Edition; vendor: ABUGames), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 1.99; quantity: 1; set: Urza's Destiny; vendor: adventuresON), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 1.99; quantity: 2; set: Urza's Destiny; vendor: TJ Collectibles), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.25; quantity: 3; set: Urza's Destiny; vendor: GameTimeCC), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.48; quantity: 1; set: Urza's Destiny; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.49; quantity: 1; set: Urza's Destiny; vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.49; quantity: 4; set: Urza's Destiny; vendor: CoreTCG), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.49; quantity: 8; set: Urza's Destiny; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.49; quantity: 9; set: Urza's Destiny; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.68; quantity: 15; set: Urza's Destiny; vendor: AllCCG), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.99; quantity: 5; set: Urza's Destiny; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.99; quantity: 5; set: Urza's Destiny; vendor: Matchplay), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 2.99; quantity: 8; set: Urza's Destiny; vendor: ABUGames), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 3.00; quantity: 3; set: Urza's Destiny; vendor: Anthem Games), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 3.00; quantity: 7; set: Urza's Destiny; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 3.09; quantity: 8; set: Urza's Destiny; vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 3.14; quantity: 7; set: Urza's Destiny; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 3.49; quantity: 12; set: Urza's Destiny; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Repercussion; condition: Unplayed; cost: 3.99; quantity: 1; set: Urza's Destiny; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.08; quantity: 12; set: Prophecy; vendor: Gamers' Inn), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.08; quantity: 26; set: Prophecy; vendor: ChannelFireball), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.09; quantity: 10; set: Prophecy; vendor: ABUGames), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.09; quantity: 50; set: Prophecy; vendor: Matchplay), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.10; quantity: 27; set: Prophecy; vendor: adventuresON), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.10; quantity: 72; set: Prophecy; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.12; quantity: 97; set: Prophecy; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.14; quantity: 13; set: Prophecy; vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.15; quantity: 46; set: Prophecy; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.15; quantity: 46; set: Prophecy; vendor: TheManaCrypt), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.15; quantity: 55; set: Prophecy; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.15; quantity: 57; set: Prophecy; vendor: Ccg Bot), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.15; quantity: 5; set: Prophecy; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.15; quantity: 69; set: Prophecy; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.15; quantity: 80; set: Prophecy; vendor: AllCCG), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.15; quantity: 8; set: Prophecy; vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.16; quantity: 25; set: Prophecy; vendor: GlobalMTG), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.18; quantity: 24; set: Prophecy; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.21; quantity: 4; set: Prophecy; vendor: Game Cafe), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.25; quantity: 108; set: Prophecy; vendor: GamingETC), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.25; quantity: 12; set: Prophecy; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.25; quantity: 20; set: Prophecy; vendor: Anthem Games), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.25; quantity: 24; set: Prophecy; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.27; quantity: 27; set: Prophecy; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Rib Cage Spider; condition: Unplayed; cost: 0.49; quantity: 2; set: Prophecy; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.18; quantity: 1; set: Darksteel; vendor: ChannelFireball), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.18; quantity: 2; set: Darksteel; vendor: adventuresON), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.18; quantity: 4; set: Darksteel; vendor: CoreTCG), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.19; quantity: 1; set: Darksteel; vendor: Matchplay), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.48; quantity: 4; set: Darksteel; vendor: StrikeZoneOnline), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.73; quantity: 7; set: Darksteel; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.75; quantity: 5; set: Darksteel; vendor: XtremeGames), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.97; quantity: 6; set: Darksteel; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.99; quantity: 10; set: Darksteel; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 3.99; quantity: 10; set: Darksteel; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 4.49; quantity: 3; set: Darksteel; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 4.49; quantity: 8; set: Darksteel; vendor: ABUGames), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 4.99; quantity: 6; set: Darksteel; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 5.24; quantity: 9; set: Darksteel; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Shield of Kaldra; condition: Unplayed; cost: 5.95; quantity: 4; set: Darksteel; vendor: Tara Angel’s Magic ), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.25; quantity: 13; set: Fourth Edition; vendor: SuperGamesInc), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.32; quantity: 3; set: Revised Edition; vendor: TheManaCrypt), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.35; quantity: 1; set: Fourth Edition; vendor: GameTimeCC), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.37; quantity: 8; set: Fourth Edition; vendor: Comic Asylum), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.38; quantity: 20; set: Fourth Edition; vendor: adventuresON), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.38; quantity: 9; set: Fourth Edition; vendor: ChannelFireball), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.39; quantity: 12; set: Revised Edition; vendor: Matchplay), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.39; quantity: 2; set: Fifth Edition; vendor: Ccg Bot), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.39; quantity: 3; set: Revised Edition; vendor: Cape Fear Games), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.49; quantity: 10; set: Revised Edition; vendor: ABUGames), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.49; quantity: 3; set: Revised Edition; vendor: TJ Collectibles), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.49; quantity: 49; set: Fourth Edition; vendor: ShuffleandCut), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.49; quantity: 8; set: Revised Edition; vendor: CoolStuffInc), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.50; quantity: 33; set: Revised Edition; vendor: CCGHouse), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.59; quantity: 1; set: Fourth Edition; vendor: HotsauceGames), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.59; quantity: 38; set: Revised Edition; vendor: MTGFanatic), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.63; quantity: 20; set: Fifth Edition; vendor: TrollandToad), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.75; quantity: 1; set: Revised Edition; vendor: Alter Reality Games), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.75; quantity: 5; set: Fifth Edition; vendor: AllCCG), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.75; quantity: 5; set: Revised Edition; vendor: GlobalMTG), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 0.79; quantity: 2; set: Fifth Edition; vendor: GamingETC), 
StandardSupplyRecord(cardName: Smoke; condition: Unplayed; cost: 1.52; quantity: 8; set: Fourth Edition; vendor: StrikeZoneOnline), 
